,country,description,designation,points,price,province,region_1,region_2,variety,winery
819,US,"Nicely dry and crisp, with some good pineapple flavors enriched with oak. Loses points, however, due to a certain vegetal character that's compounded by the fruit starting to fall out.",SHL Estate,85,25,California,Santa Lucia Highlands,Central Coast,Chardonnay,Hahn
820,France,"Despite the lower alcohol, this feels full in the mouth, softly textured, a product of the warm 2009 vintage. It is ripe, with green plums, lime and gooseberries. A good food wine, drink now. Screwcap.",Colombard/Ugni Blanc,85,10,Southwest France,Vin de Pays des Côtes de Gascogne,,Ugni Blanc-Colombard,Haut Marin
821,US,"A standard issue Pinot Noir. It's dry and silky, showing decent cherry and cola flavors and quite a bit of tart acidity. Ready to drink now.",,85,38,California,Edna Valley,Central Coast,Pinot Noir,Eagles Landing
822,US,"Soft and Port-like, with raisiny blackberry and chocolate flavors. Could even have some residual sugar. The alcohol level is 15.7%, and you can feel heat in the finish. Drink now with tri-tip beef.",Paso Bordo,85,39,California,Paso Robles,Central Coast,Cabernet Sauvignon-Syrah,Cerro Prieto
823,France,"Shocking pink-colored wine, very soft and smooth. It has an almost sweet, full caramel character while still hitting the acidity button.",,85,7,Southwest France,Bergerac,,Rosé,Château Bélingard
824,US,"A bit too oaky and extracted. Trades these winemaker elaborations for the natural subtlety of the grapes. Rich in cherries and raspberries, but heavy-handed. Drink now.",,85,35,California,Russian River Valley,Sonoma,Pinot Noir,Davis Bynum
825,US,"Simply looking at the color you might take this for a 20-year-old wine; it's that mature brick color that old Pinot takes on. Very soft and light, it tastes much older too, with hints of brown sugar and raisin, and no trace of primary fruit or tannin. If you like well-aged Pinot Noir, this is ready to go.",,85,19,Oregon,Umpqua Valley,Southern Oregon,Pinot Noir,Anindor
826,US,"Firm and sappy, with varietally true peach and apricot fruit flavor. Turns a little syrupy in the follow through, giving it a canned peaches impression in the aftertaste.",,85,20,Oregon,Rogue Valley,Southern Oregon,Viognier,Del Rio
827,Argentina,"Initially you get nothing but herbs, spice and tomato off this Bordeaux blend. The nose deals bell pepper, red pepper flake and tomato such that it smells more like chimichurri than wine. But with airing it improves to reveal dry strawberry, cherry and herbal spice flavors. More saucy, green and savory than fruity, and probably past its prime; but still it's offering some mature class and style.",Gran Assemblage,85,55,Mendoza Province,Mendoza,,Bordeaux-style Red Blend,Carmelo Patti
828,US,Judi Sorensen Flom,Signature Collection,85,29,Oregon,Oregon,Oregon Other,Pinot Noir,King Estate
829,US,"Too acidic for real enjoyment, with a bite of citrusy sharpness, as if a few squirts of lime juice were added. Otherwise, it's bone dry and tannic, with blackberry and pepper flavors.",SRH,85,23,California,Sta. Rita Hills,Central Coast,Syrah,Lafond
830,US,"A smooth, crisp Syrah-based Rhône blend, and a good value in a dry, full-bodied red wine. It has strong flavors of berries and cherries that veer into raisins, but not too much.",Cuvée,85,12,California,Central Coast,Central Coast,Red Blend,Liberty School
831,US,"Made in the modern style of lots of ripe tropical fruit, green apple and creamy oak flavors, this Chardonnay is uplifted by bright, citrusy acidity. Drink it now.",Y3,85,19,California,Napa Valley,Napa,Chardonnay,Jax
832,Argentina,"Dark, rubbery aromas include black cherry, leather and cheesy notes. The palate is fairly high in acid, producing juiciness but also tartness and a lean, sinewy body housing snappy cherry, spice and herbal flavors. Good but prickly.",Ikella,85,13,Mendoza Province,Mendoza,,Cabernet Sauvignon,Melipal
833,France,"Earthy and a touch wild with scents of animal barnyard, forest floor and small red berries. Medium weight with an approachable structure followed by a short finish. Drink now.",,85,17,Languedoc-Roussillon,Saint-Chinian,,Rhône-style Red Blend,Mas des Mas
834,France,"Fresh and vibrant aromas of red berries and soft herbs fill the bouquet, while the palate offers more kirsch and sweet spice flavors. Light and juicy in the mouth with a clean but satisfying finish.",Vielles Vignes,85,15,Languedoc-Roussillon,Vin de Pays de L'Herault,,Cinsault,Mas Gabinèle
835,France,"Red berry fruits dominate this crisp and bright rosé. There is a good touch of acidity keeping the soft texture dry, light, dancing. Screwcap.",Colombelle,85,9,Southwest France,Vin de Pays des Côtes de Gascogne,,Rosé,Producteurs Plaimont
836,Italy,"Il Sestante Lugana opens with easy, informal aromas of white flower, citrus and cut grass. There's a mineral element as well that lends harmony and balance: Pair this wine with finger foods and appetizers.",Il Sestante Vigneto San Martino,85,16,Lombardy,Lugana,,Trebbiano di Lugana,Tommasi
837,Italy,"This is a very interesting rosé Chiaretto with a cheerful array of aromas that span from rose petal, to dried herbs to white mineral. The wine boasts a luminous, pink color and it washes smooth over the palate with zippy freshness and a compact consistency.",,85,,Veneto,Bardolino Chiaretto,,Rosé,Tre Colline
838,Argentina,"Aromas of buttercup, melon and lychee maintain their basic freshness but seem on the heavy side. The palate is similar; it's both chalky and heavy. Flavors of apple, melon and nectarine are solid but slightly bitter, and the finish is grabby and sticky.",Reserva Unoaked,85,10,Other,Salta,,Torrontés,Terrazas de Los Andes
839,US,"Soft, simple and dry. It's a Cabernet Sauvignon-based Bordeaux blend with ripe blackberry and currant flavors. Good wine for everyday fare.",,85,20,California,Napa Valley,Napa,Bordeaux-style Red Blend,Tetra
840,US,"This is a dry, simple Sauvignon Blanc. It's marked by crisp acidity and zesty citrus fruit and green grass flavors. Feels clean, vibrant and mouthwatering.",,85,15,California,Napa Valley,Napa,Sauvignon Blanc,Oberon
841,US,"Showing lots more depth and focus than Husch's regular Pinot Noir, this wine comes from nearly 40-year-old grapes grown on the estate. It's charming, light and silky in the mouth, with brilliant acidity framing intense flavors of cherries and spices. Should age well for up to a decade.",Knoll,92,40,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Husch
842,US,"Once again the Jerome Reserve delivers the goods—a fine core of ripe cherry fruit, wrapped in pretty new oak. It's full-bodied, round and textural, while retaining a crisp, well-defined focus. Barrel aging adds complexity, with streaks of coffee, licorice and dark chocolate.",Jerome Reserve,92,50,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Lemelson
843,Italy,"This lavish wine boats fine winemaking. Its beautiful flavors of plump cherry, leather, chocolate and tobacco are backed by soft tannins and a rich, round mouthfeel. This should pair with meat or pasta.",Torcicoda,92,,Southern Italy,Salento,,Primitivo,Tormaresca
844,Portugal,"An impressive wood-aged wine that offers a rich, complex series of ripe yellow-fruit flavors, a steely texture and layers of wood toast. It is finely balanced, a wine with great style, spice and final acidity.",Redoma Branco,92,30,Douro,,,Portuguese White,Niepoort
845,US,"Big for a Pinot Noir, but that's Santa Lucia and Tondre for you. It could almost be Grenache, but it sure is delicious. Floods the mouth with raspberries, cherries, spices and oak; full-bodied, with some hefty tannins, but it never loses Pinot's essential silkiness. Drink now–2015.",Tondre Grapefield,92,50,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Morgan
846,Portugal,"A single-vineyard wine made from selected grapes. The wine is impressively structured and darkly tannic. While it's built for aging, it is drinkable now for its red plum and black currant flavors, as well as its juicy aftertaste.",Dona Sophia,92,13,Tejo,,,Portuguese Red,Quinta do Casal Branco
847,Portugal,"Mint and eucalyptus aromas set the scene for a wine that is polished and sophisticated. It has firm tannins and balanced acidity that are well integrated into the flavors of berry fruit and wood. The wine is impressive, likely to age for 2–3 years or more.",Muge Vingas Velhas,92,,Tejo,,,Portuguese Red,Quinta do Casal Branco
848,France,"Maturing well, this wine shows 2005's combination of richness and structure. It is built around firm, dusty tannins and big black-currant flavors, with a fine perfumed character from the wood aging. Ready to drink in a year, but it should age for several more.",,92,25,Southwest France,Pécharmant,,Bordeaux-style Red Blend,Château de Corbiac
849,US,"This is a big, rich, vibrant wine, fruity enough to drink now. Mainly Merlot, with some Cabernet Franc and Cabernet Sauvignon, it's deliciously forward in cherry, currant, herb and new oak flavors. The vineyard is in the cooler Oak Knoll District, and the wine shows a brisk acidity that makes it elegant and refined.",Illustration,92,125,California,Napa Valley,Napa,Bordeaux-style Red Blend,Blackbird Vineyards
850,France,"A big and dense wine, with tannins that are well integrated into its core of solid black plum and cherry flavors, and a bitter chocolate note that comes from wood aging. With all of its concentration, this wine should age for five years.",,92,20,Southwest France,Pécharmant,,Bordeaux-style Red Blend,Château de Tiregand
851,US,"This crisp white is inviting and dry, with aromas of citrus, fig and fennel. Reminiscent of a fine Sancerre, it's finely structured, steely and still lushly textured and full enough in the mouth to enjoy with seafood, a creamy goat cheese salad or entirely on its own.",Monarch Mine Vineyard,92,18,California,Sierra Foothills,Sierra Foothills,Sauvignon Blanc,Easton
852,Portugal,"As part of its top varietal range, Esporão has produced this rare Petit Verdot. Almost black in color, its darkness follows through onto the palate that's powerful, tarry and spicy, with plenty of concentration and richness.",PV,92,35,Alentejano,,,Petit Verdot,Herdade do Esporão
853,Italy,"This high-end blend of Montepulciano (70%) and Cabernet Sauvignon shows the best of winemaking in Abruzzo. This is a poised and confident wine, with defined aromas of ripe blackberry, leather and polished mineral. The tannins are plush and velvety; and the wine definitely delivers a very long and determined finish.",Lumen Riserva,92,70,Central Italy,Controguerra,,Red Blend,Illuminati Dino
854,US,"The vineyard is in Rutherford, and the wine shows the dusty tannins that this commune is famous for. They're an integral part of the palate experience, along with lush, plush blackberry, plum, charred meat, dark chocolate, black pepper and anise flavors. Impressive for the way it tackles Petite Sirah's rustic character and imposes true Napa elegance. Drink now–2017.",Chavez-Leeds Vineyard,92,45,California,Napa Valley,Napa,Petite Sirah,Jacob Franklin
855,US,"There is a racy, spicy, biting edge to this young Pinot that nicely expresses the Chehalem Mountains AVA terroir, authoritative and unapologetic for the herbal side of the grape. It lingers and opens into a mélange of red fruits, forest, leaf and loam, still stiff and compact after hours of breathing.",,92,29,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Siduri
856,US,"A bit on the hot side, reflecting the extra warmth that the Pope Valley region of eastern Napa Valley gets during the summer. Made from 100% Cabernet, it's massively flavored, huge in jammy blackberries, cherries, cassis and dark chocolate. The tannins are considerable, the finish long and ripe. Best to open this wine by 2015 or so.",Dollarhide,92,85,California,Napa Valley,Napa,Cabernet Sauvignon,St. Supéry
857,US,"This is a lovely wine, dark golden in color yet fresh on the palate, with piercing flavors of green apple, apricot and flowers, its long finish laced with honey. A wine of noticeable depth and balance that gets better in the glass and would make for an unexpected apéritif.",,92,22,California,Sierra Foothills,Sierra Foothills,Grenache Blanc,Terre Rouge
858,US,"This is a vigorous young Cabernet, fresh and jammy in blackberry, cassis and new oak notes. The tannins are thick, smooth and flashy, and should protect the wine as it glides on its aging journey. Best after 2015.",Clark-Claudon Vineyard,92,44,California,Napa Valley,Napa,Cabernet Sauvignon,Midsummer Cellars
859,US,"A terrific vintage for the Freedom Hill bottling, the 2008 displays a firm, concentrated core of cranberry, raspberry and pie-cherry fruit flavors. Wrapped in plenty of toasty new oak, the wine is powerful and mouth-coating, balanced with juicy acidity, and rolls on through a lengthy, satisfying finish.",Freedom Hill Vineyard,92,40,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Panther Creek
860,Portugal,"A serious, dense wine that impresses with its elegant structure and rich fruit. The wine has an austere mineral feel that contrasts with its black-currant flavors, and its ripe, juicy character.",Falcoaria Classico,92,18,Tejo,,,Portuguese Red,Quinta do Casal Branco
861,Portugal,"Structured and perfumed, this is a great expression of Touriga Nacional. It brings out a mineral character, with a severe edge to go with the dry tannins and black currant flavors. For aging over 4–5 years.",TN Grand Reserva,92,,Douro,,,Touriga Nacional,Quinta Nova de Nossa Senhora do Carmo
862,France,"The top wine from Château Chambert is huge and densely concentrated. It has a solid, black fruited feel to it along its immense tannins. It's richness has given its structure a sweeter almost jammy finish. The wine will certainly age many years.",Grand Vin,92,70,Southwest France,Cahors,,Malbec,Château de Chambert
863,US,"A lovely Napa Cabernet, marked by ripe, rich flavors of blackberry and black currant and the smoky toast of oak barrel aging. Dry and tannic, it's a soothing, upscale Cabernet to drink over the next few years.",,92,40,California,Napa Valley,Napa,Cabernet Sauvignon,Crossbarn by Paul Hobbs
864,US,"Picture perfect Sonoma Zin, said to be made from old-vine vineyards. It's dry, softly tannic and sweetly ripe in black raspberry, cherry and blackberry fruit, with a rich earthiness and even an umami touch of grilled bacon. Delicious for drinking now.",Forgotten Vines,92,34,California,Sonoma County,Sonoma,Zinfandel,De Loach
865,US,"The vineyard is in the cooler Green Valley, and this Pinot shows its terroir in the vital acidity that brightens pure, intense cherry, blueberry and blackberry fruit flavors. It's an elegant wine, but tannic. Give it 4–6 years in the cellar.",Dutton Ranch Emereld Ridge Vineyard,92,58,California,Russian River Valley,Sonoma,Pinot Noir,Dutton-Goldfield
866,US,"Hard tannins currently lock this wine down. Although it's astringent, it's very polished and complex. Made from Cabernet Franc, Merlot and Cabernet Sauvignon, in that order, it's marked by black cherry, red currant and cedar flavors, and finishes totally dry. The vineyard is in the cool Oak Knoll District, which helps explain the acidity and tightness. Difficult to predict if it will age.",Paramour,92,125,California,Napa Valley,Napa,Bordeaux-style Red Blend,Blackbird Vineyards
867,France,"A powerful, impressive wine. It combines dark, brooding tannins and firm fruits with such an elegant structure and texture. Solid and full of juicy black-plum flavors, it finishes with dry yet voluptuous tannins.",Château Bouscassé,92,27,Southwest France,Madiran,,Red Blend,Alain Brumont
868,US,"Winemaker Laurent Montalieu has outdone himself with the fruit from this heritage vineyard. Silky and deep, with a luscious mix of berries, it's a supple, seductive Pinot, wrapped in sleek layers of spicy, toasty oak.",,92,35,Oregon,McMinnville,Willamette Valley,Pinot Noir,Hyland
869,US,"Absolutely bursting with scents and flavors of ripe cherries, this delicious wine has amazing intensity. The fruit is as fresh as any wine can be, pure and focused, sweet and still deep, with a tight intensity that suggests good things to come. You have to love its purity.",Abbott Claim Vineyard,92,50,Oregon,Yamhill-Carlton District,Willamette Valley,Pinot Noir,Ken Wright
870,US,"One of the biggest, boldest, ripest Chardonnays in California, marked as usual by intense flavors, which the winemaker has boosted with oak. Just explodes in pineapple and apricot jam, tangerine custard and buttered toast, brightened by zesty acidity. The wine will age, gradually losing fruit and picking up roasted nut notes.",Sleepy Hollow Vineyard Estate Grown,92,40,California,Santa Lucia Highlands,Central Coast,Chardonnay,Talbott
871,South Africa,"An interesting blend of 55% Cabernet Sauvignon and 45% Tinta Barocca, this is a light and fruit-forward wine that's easy pleasing and very drinkable. Notes of red berries and plum unfold throughout, with a touch of smoke on the finish.",John B. Cabernet Sauvignon-Tinta Barroca,85,9,Robertson,,,Red Blend,Rietvallei Estate Wine
872,Argentina,"Dark, rubbery aromas lead to a simple, sweet, baked, candied palate that also offers a touch of acidity and some balancing bitterness. The wine blends a fair amount of candied sweetness with a touch of butter, pepper and herbal notes. Standard fare as Malbec goes.",,85,,Other,Neuquén,,Malbec,Ruta 22
873,Italy,"Jammy aromas are in line with warm climate winemaking. In the mouth, the wine delivers contrasting notes of sweet cherry with a slightly bitter finish.",,85,10,Sicily & Sardinia,Sicilia,,Merlot,Sallier de la Tour
874,France,"White peach, sweet citrus, underipe nectarine and delicate dried savory herbs flesh out this racy, light bodied white. Pair with grilled seafood or salad with a lemon vinaigrette.",Le Dog d'Anaïs,85,11,Languedoc-Roussillon,Vin de Pays d'Oc,,Sauvignon Blanc,Mont Tauch
875,US,"Dry and dusty, with an unusual mix of scents that suggest lemon polish, cantaloupe and spun sugar. Soft and spicy, it quickly tails off into a faded finish.",Fool Overruled,85,12,Oregon,Willamette Valley,Willamette Valley,Gewürztraminer,3Fools
876,Argentina,"Full but roasted and rubbery, with baked berry aromas leading to a thick, semistewed palate with dark berry and vanilla flavors. The palate is big but choppy, and the finish is also thick and tannic. Definitely round and meaty, but slips to the stewy side.",Classic,85,12,Mendoza Province,Mendoza,,Cabernet Sauvignon,Alta Vista
877,US,"Tastes overwrought, with too much evident oak and too much extraction. The combination makes for a jammy, sweet wine that's slightly heavy.",Estate Grown,85,35,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Beauregard
878,Greece,"Aromas of fennel, flowers, nuts and red fruit give this wine an interesting start. Clean, dry and spicy with flavors of cherry, black pepper and crushed herb, it ends with a lingering finish displaying minerality and a touch of cocoa.",Reserve,85,15,Nemea,,,Agiorgitiko,Cambas
879,Italy,"Castello Soave Classico offers easy aromas of jasmine, honeysuckle and a saccharine like note of cotton candy or lemon soda. It's linear and compact in the mouth with a drying, mineral finish.",Castello,85,,Veneto,Soave Classico,,Garganega,Cantina del Castello
880,Italy,"Made with a blend of grapes that are traditionally cultivated in the Verona area, this is an easy-drinking red that would pair with home-cooked pasta meals or light meat dinners. Aromas include bright berry tones and the wine is lively and fresh on the finish.",,85,,Veneto,Bardolino,,"Corvina, Rondinella, Molinara",Corte Fornello
881,Italy,"Easygoing and clean, this pretty wine does a good job of keeping the palate refreshed.  It shows aromas of stone fruit and dried herbs and would pair with salads or appetizers.",,85,13,Veneto,Soave Classico,,Garganega,Coffele
882,Italy,"Ripe, almost jammy aromas of plum, prune and candied fruit open the nose of this blend of Merlot and Cabernet Sauvignon (the Cabernet is partially air-dried to create more aromatic intensity). You'll also notice some green, herbal notes that are characteristic of Cabernet and the wine is round, smooth and slightly sweet on the close.",,85,,Veneto,Arcole,,Red Blend,Collis Veneto Wine Group
883,Argentina,"Slightly sharp and herbal upon first impression, with green herb and field-like aromas along with rubbery, earthy black fruit. The palate is mulled and a touch edgy, with herbal, lightly stemmy berry flavors. Decent as a whole, but sort of sharp, herbal and stemmy for a higher-end wine.",Finca Castro Barros Reserva,85,24,Mendoza Province,Luján de Cuyo,,Malbec,Enrique Foster
884,Italy,"Here's a well-priced blend of Insolia and Chardonnay from Sicily that performs perfectly as a light appetizer or finger food wine. There are zesty aromas here of citrus and lime and a dusty mineral note picks up the rear. It's light, lean and easy in the mouth.",Calanìca Insolia and Chardonnay,85,12,Sicily & Sardinia,Sicilia,,White Blend,Duca di Salaparuta
885,Italy,"This interesting blend of Trebbiano, Passerina and Pecorino offers fragrant pulses of peach, yellow fruit and honeysuckle with light shadings of crushed mineral and dried herbs. The wine is compact, simple and fresh on the close.",Villa Prandone Aurato,85,9,Central Italy,Falerio dei Colli Ascolani,,White Blend,Il Conte
886,Greece,"Toasted nut, cedar and cigarbox aromas give thus lush dessert wine an earthy feel. On the palate, dried nuts and fruit flavors and a spicy finish entice. Pair with nuts, cheeses, fruit.",Sweet Red Wine,85,11,Mavrodaphne of Patras,,,Mavrodaphne,Loukatos
887,US,"This is supposedly the same grape that makes French Muscadet, though its place in Oregon history remains a bit muddled. This has flavors that map to that wine, however: high acid, green apple and some textural minerality.",Melon de Bourgogne,85,18,Oregon,Yamhill-Carlton District,Willamette Valley,Melon,Macindoe
888,Italy,"Easy going and well priced, this light Fiano is an informal companion to summertime foods. Aromas here include peach, citrus and mineral and the wine is sharp and clean on the close.",,85,10,Sicily & Sardinia,Sicilia,,Fiano,MandraRossa
889,US,An everyday Chardonnay with a creamy texture and oak-inspired buttered toast notes. The underlying fruit has pineapple and orange flavors.,,85,18,California,Russian River Valley,Sonoma,Chardonnay,Mossback
890,US,"From the Langtry Estate in Guenoc, Lake County, this has very intense pineapple on the nose and palate, and is rich and sweet on the finish. Pair it with spicy food or something briny from the sea.",,85,14,California,Lake County,Mendocino/Lake Counties,Chardonnay,Guenoc
891,France,"An easy-drinking selection with a mouthwatering finish and a softly prickly mouthfeel. Vibrant fruit flavors of hard mango slices, firm nectarine and pineapple acidity. Enjoy now while it's fresh and young.",,85,12,Languedoc-Roussillon,Vin de Pays d'Oc,,Sauvignon Blanc,Domaine de Coussergues
892,US,"Here's a common, fruity Cabernet for everyday drinking. It's dryish and tart, with blackberry jam, plum and mocha flavors. Drink now.",815,85,18,California,California,California Other,Cabernet Sauvignon,Joel Gott
893,France,"Pure fresh herbal fruit, deliciously light and herbaceous, this is a great, crisp wine, as fresh as the new day. Drink as an apéritif or with seafood. Screwcap.",Colombard/Sauvignon,85,10,Southwest France,Vin de Pays des Côtes de Gascogne,,Colombard-Sauvignon Blanc,Haut Marin
894,Italy,"Here's a beautifully pinkish rosé made from the Syrah grape in Sicily. You'll encounter aromas of cranberry, raspberry, peach and there's even a touch of pineapple at the back. The wine is crisp and smooth with a lively, bright personality.",,85,16,Sicily & Sardinia,Sicilia,,Rosé,Planeta
895,Italy,"Light and refreshing, with grassy notes and kiwi aromas, this well-priced Trebbiano makes an excellent choice with cocktails or fresh summer foods like Caprese salad or grilled tuna.",Trebì,85,10,Central Italy,Trebbiano d'Abruzzo,,Trebbiano,Talamonti
896,US,"A pretty, polished and simple wine that shows the buttery creaminess, toast, popcorn and pineapple jam flavors people like. Easy to find, with more than 17,000 cases produced.",,85,15,California,Santa Barbara County,Central Coast,Chardonnay,Santa Barbara Winery
897,US,"A tough, gritty wine, with hard tannins and acidity framing blackberry and black currant flavors. It's fully dry, but has the rustic feeling that Barbera usually shows.",,85,26,California,Sonoma Valley,Sonoma,Barbera,Sebastiani
898,South Africa,"A soft minerality is matched with notes of sweet pea, white peach and green melon on the nose and mouth. Full but clean with a racy citrus finish.",,85,9,Western Cape,,,Sauvignon Blanc,Spier
899,US,"Made in an oaky, creamy style to appeal to popular tastes, this Chardonnay has jammy pineapple flavors. It's brisk in acidity and is somewhat simple, but the price isn't bad.",,85,16,California,Napa Valley,Napa,Chardonnay,Rutherford Ranch
900,US,"Loaded with bright raspberry fruit, a little on the soda pop side, but perfectly quaffable, and best served chilled. It would be an interesting side-by-side with a Beaujolais Nouveau.",,85,13,Oregon,Oregon,Oregon Other,Pinot Noir,Underwood
901,US,"Lots of rich flavors of blackberry, black currant, bacon, pepper and clove in this Syrah, which comes from the winery's big vineyard on Spring Mountain. Feels luxurious in the mouth, with a silky texture and a deep, long finish. It's a bit brusque in tannins, but that's part of its structural distinction. Drink it over the next few years.",Estate,92,55,California,Napa,,Syrah,Spring Mountain Vineyard
902,US,"This bottling, from the winery's estate vineyard in the warm Pope Valley region, is ripe and relatively high in alcohol. It's a full-bodied blend, mainly Cabernet but with a drop or two of Malbec and Merlot, and rich in blackberries, chocolate and toasty new oak. The tannins are thick and furry, suggesting aging for six or so years.",Dollarhide Elevation,92,65,California,Napa Valley,Napa,Cabernet Sauvignon,St. Supéry
903,US,"This big, strong Cabernet insists on pushing its blackberry, currant, plum and cocoa flavors across the palate. It's not subtle, and doesn't apologize for it. The grapes are from various vineyards in St. Helena, a warmer part of Napa Valley, and you can taste the incredible ripeness as well as the softness of tannins and acids that make drinking it so pretty now.",,92,85,California,St. Helena,Napa,Cabernet Sauvignon,Anomaly
904,Portugal,"A beautiful wood-aged wine, its power and concentration feel smooth and stylish, with elegant tannins, and toast and ripe black-currant flavors. It's a wine with the potential to age for 3–4 years.",Premium Trincadeira-Aragonez,92,14,Alentejo,,,Portuguese Red,Alente
905,US,"This polished wine offers an array of ripe cherry, pomegranate, persimmon and cola flavors, making it rich and sweet in the mouth. Yet the finish is entirely dry, and you'll find plenty of scoury acidity to rip through the greasy richness of lamb or duck.",Maboroshi Vineyard,92,44,California,Russian River Valley,Sonoma,Pinot Noir,De Loach
906,France,"Perfumed aromas give this wine a smooth, polished feel. Hints of mint go with the well integrated tannins that firm up the sweet blackberry flavors. A great ripe swathe of fruit is laced with acidity on the finish.",Cuvée Pierre le Grand,92,20,Southwest France,Cahors,,Malbec-Merlot,Château Eugénie
907,US,"There is a delicious, citrusy kick to this wine, lifting the bright berry fruit flavors. The flavors pile on, with peppery spice and chocolate, and a complex midpalate that tastes like cherry cola.",Guadalupe Vineyard,92,40,Oregon,Yamhill-Carlton District,Willamette Valley,Pinot Noir,Soléna
908,US,"Some will critique this Pinot as too big and bold, but it defines the ripe, exuberant California style. It's fabulously rich in berry fruit, mocha and spice flavors. Nothing shy about it, and not particularly subtle in its appeal, but it does show meticulous vineyard care and terroir. Its future evolution is unclear, but this delicious Pinot Noir is a natural partner to full-bodied lamb and beef dishes.",Clos Madeleine,92,90,California,Sonoma Coast,Sonoma,Pinot Noir,Notre Vin
909,US,"The 2009 vintage was successful for Sausal's three new Zinfandels, and this intense, concentrated bottling shows how the cool weather managed to ripen the grapes, yet keep alcohol levels moderate. It's a big, powerful wine, packed with wild berry, cola, licorice, spice and sandalwood flavors that have a tang of the earth.",Century Vines,92,40,California,Alexander Valley,Sonoma,Zinfandel,Sausal
910,US,"A gorgeous effort, awash in high-toned floral aromatics, sharply penetrating, and leading to a densely-packed palate of waxy fruit, honeyed spice, Meyer lemon, citrus and stone fruit. Rich, lush, concentrated and long—what more can you ask from a Viognier?",,92,20,Oregon,Rogue Valley,Southern Oregon,Viognier,RoxyAnn
911,Germany,"Textbook fruchtig Riesling—but with the volume turned up to 11. The flavors of honeyed apple, nectarine and lime are sweet and the wine round and plump in the mouth, but then electric acids kick in, providing great balance through the long finish. Exciting to try now, but this wine should age 10-plus years without any trouble at all.",Brauneberger Juffer-Sonnenuhr Spätlese,92,28,Mosel,,,Riesling,Weingut Karp-Schreiber
912,Italy,"This gorgeous wine bursts open with loads of ripe fruit, blackberry, tar, asphalt and pipe tobacco. It's a thick, velvety expression with a high caliber of concentration and intensity that would pair with roast lamb or barbecue pork chops. Age 5–7 more years.",Opi Riserva,91,37,Central Italy,Montepulciano d'Abruzzo Colline Teramane,,Montepulciano,Farnese
913,France,"This wine reveals the intense acidity of the 2007 vintage, while managing to balance that juiciness with solid tannins. With its acidity, it can age for over 3–4 years.",Notre Dame des Champs,91,34,Southwest France,Cahors,,Malbec,Domaine de Cause
914,Chile,"Earthy and dark to start, with blackberry, cassis, mineral and leather on the nose. Feels rich and slightly syrupy, with herb, sweet berry and brown sugar flavors. Impressive for its power and density; finishes smooth, with mild tannins and caramel flavors. Drink now through 2015.",Terrunyo Vineyard Selection Block Las Terrazas Unfiltered,91,38,Pirque,,,Cabernet Sauvignon,Concha y Toro
915,US,"A delightful, dry, citrusy Gewürztraminer, with a mix of dried rind and lightly candied fruit flavors. Lemon-lime and tangerine, a wash of rose water, and a balanced, elegant style, mark this as special.",,91,25,Oregon,McMinnville,Willamette Valley,Gewürztraminer,Hyland
916,US,"Smooth and already a seamless, complex and compelling whole, this estate-grown reserve overdelivers for the price. Roughly one-fifth new oak balances the modest alcohol, and the just-ripe berry and pomegranate fruit. Light hints of earth, coffee grounds and sassafras add further detail through a lingering finish.",Reserve,91,36,Oregon,Oregon,Oregon Other,Pinot Noir,Iris Vineyards
917,US,"Despite vastly rich tropical fruit flavors and plenty of sweet oak, this wine is equipped with brilliant acidity and a stony minerality that give it balance. Kudos to the winemaker for letting the terroir shine through. Will be fine with the richest Chardonnay-friendly foods you can muster.",Emelia's Cuvée,91,38,California,Russian River Valley,Sonoma,Chardonnay,Ferrari-Carano
918,Portugal,"The fact that this LBV is unfiltered means it can age, although with its powerful fruit it is ready to drink now. Following the Fonseca style of rich Ports, this wine relishes its full texture, spice and great concentration.",Late Bottled Vintage,91,,Port,,,Port,Fonseca
919,US,"This is a rich, delicious and balanced Pinot. It defines the modern California style, being dry, silky and ripe, showing a wealth of raspberry, cherry, cola, persimmon and spice flavors. Oak adds rich notes that are perfectly in keeping with the fruit. Drink this savory wine over the next few years.",No. 7 Sonoma Collection,91,50,California,Sonoma Coast,Sonoma,Pinot Noir,JCB
920,US,"Lots of ripe fruit in this wine, offering rich flavors of raspberries, cherries, persimmons and red plums, with a tart note of cranberry. Tastes fresh, lively, and rather young. Drink over the next six years.",Selleck,91,78,California,Mt. Harlan,Central Coast,Pinot Noir,Calera
